STATE_PUMA,CONTAINS
29|||00500,Moniteau County
29|||00500,Moniteau Township
29|||00500,Moreau Township
29|||00500,New Bloomfield City
29|||00500,New Franklin City
29|||00500,Nine Mile Prairie Township
29|||00500,North Moniteau Township
29|||00500,Osage Township
29|||00500,Otterville City
29|||00500,Otterville Township
29|||00500,Palestine Township
29|||00500,Pilot Grove City
29|||00500,Pilot Grove Township
29|||00500,Prairie Home City
29|||00500,Prairie Home Township
29|||00500,Prairie Township
29|||00500,Remainder of Blackwater Township
29|||00500,Remainder of Boonville Township
29|||00500,Remainder of Cedar Township
29|||00500,Remainder of Chariton Township
29|||00500,Remainder of Cuivre Township
29|||00500,Remainder of East Fulton Township
29|||00500,Remainder of Franklin Township
29|||00500,Remainder of Jackson Township
29|||00500,Remainder of Jefferson Township
29|||00500,Remainder of Kelly Township
29|||00500,Remainder of Liberty Township
29|||00500,Remainder of Linn Township
29|||00500,Remainder of Loutre Township
29|||00500,Remainder of Marion Township
29|||00500,Remainder of McCredie Township
29|||00500,Remainder of Moreau Township
29|||00500,Remainder of Osage Township
29|||00500,Remainder of Otterville Township
29|||00500,Remainder of Pilot Grove Township
29|||00500,Remainder of Prairie Home Township
29|||00500,Remainder of Prairie Township
29|||00500,Remainder of Richmond Township
29|||00500,Remainder of Saline Township
29|||00500,Remainder of Salt River Township
29|||00500,Remainder of South Fork Township
29|||00500,Remainder of St. Aubert Township
29|||00500,Remainder of Summit Township
29|||00500,Remainder of Walker Township
29|||00500,Remainder of West Fulton Township
29|||00500,Remainder of Willow Fork Township
29|||00500,Remainder of Wilson Township
29|||00500,Richmond Township
29|||00500,Round Prairie Township
29|||00500,Rush Hill Village
29|||00500,Russellville City
29|||00500,Saline Township
29|||00500,Saling Township
29|||00500,Salt River Township
29|||00500,Shamrock Township
29|||00500,South Fork Township
29|||00500,South Moniteau Township
29|||00500,St. Aubert Township
29|||00500,St. Martins City
29|||00500,St. Thomas Town
29|||00500,Summit Township
29|||00500,Taos City
29|||00500,Tipton City
29|||00500,Vandalia City (part)
29|||00500,Vandiver Village
29|||00500,Walker Township
29|||00500,Wardsville Village
29|||00500,West Fulton Township
29|||00500,Willow Fork Township
29|||00500,Wilson Township
29|||00500,Wooldridge Village
29|||00600,Ashland City
29|||00600,Boone County
29|||00600,Bourbon Township
29|||00600,Cedar Township
29|||00600,Centralia City (part)
29|||00600,Centralia Township
29|||00600,Columbia City (part)
29|||00600,Columbia Township
29|||00600,Hallsville City
29|||00600,Harrisburg Town
29|||00600,Hartsburg Town
29|||00600,McBaine Town
29|||00600,Missouri Township
29|||00600,Perche Township
29|||00600,Remainder of Bourbon Township
29|||00600,Remainder of Cedar Township
29|||00600,Remainder of Centralia Township
29|||00600,Remainder of Columbia Township
29|||00600,Remainder of Missouri Township
29|||00600,Remainder of Perche Township
29|||00600,Remainder of Rocky Fork Township
29|||00600,Rocheport City
29|||00600,Rocky Fork Township
29|||00600,Sturgeon City
29|||00700,Arrow Rock Town
29|||00700,Arrow Rock Township
29|||00700,Bee Branch Township
29|||00700,Blackburn City (part)
29|||00700,Blackwater Township
29|||00700,Bogard City
29|||00700,Bosworth City
29|||00700,Bowling Green Township
29|||00700,Brunswick City
29|||00700,Brunswick Township
29|||00700,Cambridge Township
29|||00700,Carroll County
29|||00700,Carrollton City (part)
29|||00700,Carrollton Township
29|||00700,Cedar Township
29|||00700,Centerview City
29|||00700,Centerview Township
29|||00700,Chariton County
29|||00700,Chariton Township
29|||00700,Cherry Valley Township
29|||00700,Chilhowee Town
29|||00700,Chilhowee Township
29|||00700,Clark Township
29|||00700,Clay Township
29|||00700,Cockrell Township
29|||00700,Columbus Township
29|||00700,Combs Township
29|||00700,Cunningham Township
29|||00700,Dalton Town
29|||00700,De Witt City
29|||00700,De Witt Township
29|||00700,Dresden Township
29|||00700,Egypt Township
29|||00700,Elk Fork Township
29|||00700,Elmwood Township
29|||00700,Emma City (part)
29|||00700,Eugene Township
29|||00700,Fairfield Township
29|||00700,Flat Creek Township
29|||00700,Gilliam Town
29|||00700,Glasgow City (part)
29|||00700,Grand Pass Township
29|||00700,Grand Pass Village
29|||00700,Green Ridge City
29|||00700,Green Ridge Township
29|||00700,Grover Township
29|||00700,Hale City
29|||00700,Hazel Hill Township
29|||00700,Heath Creek Township
29|||00700,Hill Township
29|||00700,Holden City
29|||00700,Houstonia City
29|||00700,Houstonia Township
29|||00700,Hughesville Township
29|||00700,Hughesville Village
29|||00700,Hurricane Township
29|||00700,Ionia Town (part)
29|||00700,Jackson Township
29|||00700,Jefferson Township
29|||00700,Johnson County
29|||00700,Keytesville City
29|||00700,Keytesville Township
29|||00700,Kingsville City
29|||00700,Kingsville Township
29|||00700,Knob Noster City
29|||00700,Lake Creek Township
29|||00700,La Monte City
29|||00700,La Monte Township
29|||00700,La Tour Village
29|||00700,Leeton City
29|||00700,Leslie Township
29|||00700,Liberty Township
29|||00700,Longwood Township
29|||00700,Madison Township
29|||00700,Malta Bend Town
29|||00700,Marceline City (part)
29|||00700,Marshall City
29|||00700,Marshall Township
29|||00700,Mendon City
29|||00700,Mendon Township
29|||00700,Miami City
29|||00700,Miami Township
29|||00700,Montserrat Township
29|||00700,Moss Creek Township
29|||00700,Mount Leonard Town
29|||00700,Musselfork Township
29|||00700,Nelson City
29|||00700,Norborne City
29|||00700,Pettis County
29|||00700,Post Oak Township
29|||00700,Prairie Township
29|||00700,Remainder of Arrow Rock Township
29|||00700,Remainder of Bowling Green Township
29|||00700,Remainder of Brunswick Township
29|||00700,Remainder of Cambridge Township
29|||00700,Remainder of Carrollton Township
29|||00700,Remainder of Centerview Township
29|||00700,Remainder of Chariton Township
29|||00700,Remainder of Chilhowee Township
29|||00700,Remainder of Clark Township
29|||00700,Remainder of Cunningham Township
29|||00700,Remainder of De Witt Township
29|||00700,Remainder of Egypt Township
29|||00700,Remainder of Elmwood Township
29|||00700,Remainder of Grand Pass Township
29|||00700,Remainder of Green Ridge Township
29|||00700,Remainder of Houstonia Township
29|||00700,Remainder of Hughesville Township
29|||00700,Remainder of Hurricane Township
29|||00700,Remainder of Keytesville Township
29|||00700,Remainder of Kingsville Township
29|||00700,Remainder of La Monte Township
29|||00700,Remainder of Madison Township
29|||00700,Remainder of Marshall Township
29|||00700,Remainder of Mendon Township
29|||00700,Remainder of Miami Township
29|||00700,Remainder of Post Oak Township
29|||00700,Remainder of Prairie Township
29|||00700,Remainder of Ridge Township
29|||00700,Remainder of Rose Hill Township
29|||00700,Remainder of Salisbury Township
29|||00700,Remainder of Salt Pond Township
29|||00700,Remainder of Sedalia Township
29|||00700,Remainder of Smithton Township
29|||00700,Remainder of Stokes Mound Township
29|||00700,Remainder of Triplett Township
29|||00700,Remainder of Van Horn Township
29|||00700,Remainder of Wakenda Township
29|||00700,Remainder of Warrensburg Township
29|||00700,Remainder of Washington Township
29|||00700,Remainder of Yellow Creek Township
29|||00700,Ridge Township
29|||00700,Rockford Township
29|||00700,Rose Hill Township
29|||00700,Rothville Village
29|||00700,Saline County
29|||00700,Salisbury City
29|||00700,Salisbury Township
29|||00700,Salt Creek Township
29|||00700,Salt Fork Township
29|||00700,Salt Pond Township
29|||00700,Sedalia City (part)
29|||00700,Sedalia Township
29|||00700,Simpson Township
29|||00700,Slater City
29|||00700,Smithton City
29|||00700,Smithton Township
29|||00700,Stokes Mound Township
29|||00700,Sugartree Township
29|||00700,Sumner Town
29|||00700,Sweet Springs City
29|||00700,Tina Village
29|||00700,Triplett City
29|||00700,Triplett Township
29|||00700,Trotter Township
29|||00700,Van Horn Township
29|||00700,Wakenda Township
29|||00700,Warrensburg City
29|||00700,Warrensburg Township
29|||00700,Washington Township
29|||00700,Wayland Township
29|||00700,Whiteman AFB CDP
29|||00700,Windsor City (part)
29|||00700,Yellow Creek Township
29|||00800,Atchison Township
29|||00800,Avondale City
29|||00800,Birmingham Village
29|||00800,Camden Point City
29|||00800,Cameron City (part)
29|||00800,Carroll Township (part)
29|||00800,Chouteau Township (part)
29|||00800,Claycomo Village (part)
29|||00800,Clay County (part)
29|||00800,Clinton County
29|||00800,Clinton Township
29|||00800,Concord Township
29|||00800,Dearborn City (part)
29|||00800,Edgerton City
29|||00800,Excelsior Estates Village (part)
29|||00800,Excelsior Springs City (part)
29|||00800,Fair Township
29|||00800,Farley Village
29|||00800,Ferrelview Village
29|||00800,Fishing River Township
29|||00800,Fox Township (part)
29|||00800,Gallatin Township (part)
29|||00800,Gladstone City
29|||00800,Glenaire City
29|||00800,Gower City (part)
29|||00800,Green Township
29|||00800,Hardin Township
29|||00800,Holt City (part)
29|||00800,Houston Lake City
29|||00800,Iatan Village
29|||00800,Jackson Township
29|||00800,Kearney City
29|||00800,Kearney Township
29|||00800,Kickapoo Township (part)
29|||00800,Lafayette Township
29|||00800,Lake Waukomis City
29|||00800,Lathrop City
29|||00800,Lathrop Township
29|||00800,Lawson City (part)
29|||00800,Lee Township
29|||00800,Liberty City
29|||00800,Liberty Township (part)
29|||00800,Marshall Township
29|||00800,May Township (part)
29|||00800,Missouri City City
29|||00800,Mosby City
29|||00800,North Kansas City City
29|||00800,Northmoor City
29|||00800,Oaks Village
29|||00800,Oakview Village
29|||00800,Oakwood Park Village
29|||00800,Oakwood Village
29|||00800,Osborn City (part)
29|||00800,Parkville City (part)
29|||00800,Pettis Township (part)
29|||00800,Platte City City (part)
29|||00800,Platte County (part)
29|||00800,Platte Township
29|||00800,Platte Township (part)
29|||00800,Platte Woods City
29|||00800,Plattsburg City
29|||00800,Pleasant Valley City (part)
29|||00800,Prathersville Village
29|||00800,Preston Township
29|||00800,Randolph Village
29|||00800,Remainder of Atchison Township
29|||00800,Remainder of Carroll Township
29|||00800,Remainder of Chouteau Township
29|||00800,Remainder of Concord Township
29|||00800,Remainder of Fair Township
29|||00800,Remainder of Fishing River Township
29|||00800,Remainder of Green Township
29|||00800,Remainder of Hardin Township
29|||00800,Remainder of Jackson Township
29|||00800,Remainder of Kearney Township
29|||00800,Remainder of Kickapoo Township
29|||00800,Remainder of Lathrop Township
29|||00800,Remainder of Lee Township
29|||00800,Remainder of Liberty Township
29|||00800,Remainder of Marshall Township
29|||00800,Remainder of Pettis Township
29|||00800,Remainder of Platte Township
29|||00800,Remainder of Preston Township
29|||00800,Remainder of Shoal Township
29|||00800,Remainder of Sioux Township
29|||00800,Remainder of Waldron Township
29|||00800,Remainder of Washington Township
29|||00800,Remainder of Weston Township
29|||00800,Ridgely Village
29|||00800,Riverside City
29|||00800,Shoal Township
29|||00800,Sioux Township (part)
29|||00800,Smithville City
29|||00800,Sugar Creek City (part)
29|||00800,Tracy City (part)
29|||00800,Trimble City
29|||00800,Turney Village (part)
29|||00800,Waldron Township
29|||00800,Washington Township
29|||00800,Weatherby Lake City (part)
29|||00800,Weston City
29|||00800,Weston Township
29|||00901,Alma City
29|||00901,Aullville Village
29|||00901,Bates City City (part)
29|||00901,Blackburn City (part)
29|||00901,Blue Springs City (part)
29|||00901,Blue Township (part)
29|||00901,Brooking Township (part)
29|||00901,Buckner City
29|||00901,Camden City
29|||00901,Camden Township
29|||00901,Clay Township
29|||00901,Concordia City
29|||00901,Corder City
29|||00901,Crooked River Township
29|||00901,Crystal Lakes City
29|||00901,Davis Township
29|||00901,Dover Town
29|||00901,Dover Township
29|||00901,Elmira Village
29|||00901,Emma City (part)
29|||00901,Excelsior Estates Village (part)
29|||00901,Excelsior Springs City (part)
29|||00901,Fishing River Township
29|||00901,Fleming City
29|||00901,Fort Osage Township (part)
29|||00901,Freedom Township
29|||00901,Grain Valley City
29|||00901,Grape Grove Township
29|||00901,Hardin City
29|||00901,Henrietta City
29|||00901,Higginsville City (part)
29|||00901,Homestead Village
29|||00901,Jackson County (part)
29|||00901,Knoxville Township
29|||00901,Lafayette County
29|||00901,Lake Lafayette City
29|||00901,Lake Tapawingo City
29|||00901,Lawson City (part)
29|||00901,Lee's Summit City (part)
29|||00901,Levasy City
29|||00901,Lexington City
29|||00901,Lexington Township
29|||00901,Mayview City
29|||00901,Middleton Township
29|||00901,Napoleon City
29|||00901,Oak Grove City (part)
29|||00901,Odessa City (part)
29|||00901,Orrick City
29|||00901,Orrick Township
29|||00901,Polk Township
29|||00901,Prairie Township (part)
29|||00901,Ray County
29|||00901,Raytown City (part)
29|||00901,Rayville Village
29|||00901,Remainder of Blue Township
29|||00901,Remainder of Camden Township
29|||00901,Remainder of Clay Township
29|||00901,Remainder of Crooked River Township
29|||00901,Remainder of Davis Township
29|||00901,Remainder of Dover Township
29|||00901,Remainder of Fishing River Township
29|||00901,Remainder of Fort Osage Township
29|||00901,Remainder of Freedom Township
29|||00901,Remainder of Lexington Township
29|||00901,Remainder of Middleton Township
29|||00901,Remainder of Orrick Township
29|||00901,Remainder of Polk Township
29|||00901,Remainder of Prairie Township (part)
29|||00901,Remainder of Richmond Township
29|||00901,Remainder of Sni-A-Bar Township
29|||00901,Remainder of Van Buren Township (part)
29|||00901,Remainder of Washington Township
29|||00901,Richmond City
29|||00901,Richmond Township
29|||00901,River Bend Village
29|||00901,Sibley Village
29|||00901,Sni-A-Bar Township
29|||00901,Sni-A-Bar Township (part)
29|||00901,Sugar Creek City (part)
29|||00901,Unity Village Village (part)
29|||00901,Van Buren Township (part)
29|||00901,Washington Township
29|||00901,Washington Township (part)
29|||00901,Waverly City
29|||00901,Wellington City
29|||00901,Woods Heights City
29|||00902,Archie City
29|||00902,Austin Township
29|||00902,Baldwin Park Village
29|||00902,Belton City (part)
29|||00902,Big Creek Township
29|||00902,Camp Branch Township
29|||00902,Cass County (part)
29|||00902,Cleveland City (part)
29|||00902,Coldwater Township
29|||00902,Creighton City
29|||00902,Dayton Township
29|||00902,Dolan Township
29|||00902,Drexel City (part)
29|||00902,East Lynne City
29|||00902,Everett Township
29|||00902,Freeman City
29|||00902,Garden City City (part)
29|||00902,Grand River Township
29|||00902,Grandview City (part)
29|||00902,Greenwood City
29|||00902,Gunn City Village
29|||00902,Harrisonville City (part)
29|||00902,Index Township
29|||00902,Jackson County (part)
29|||00902,Kaw Township (part)
29|||00902,Lake Annette City
29|||00902,Lake Lotawana City
29|||00902,Lake Winnebago City
29|||00902,Lee's Summit City (part)
29|||00902,Lone Jack City
29|||00902,Mount Pleasant Township (part)
